sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"19","8","15/3/2012","10","173/000012","315","113","193","9","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre ahorro en el gasto farmacéutico mediante el sistema de subastas de medicamentos impulsado por Andalucía.","",""
"20","1","27/3/2012","10","122/000025","323","23","290","10","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley 49/2002, de 23 de diciembre, de régimen fiscal de las entidades sin fines lucrativos y de los incentivos fiscales al mecenazgo.","",""
"20","2","27/3/2012","10","122/000038","326","25","292","9","Toma en consideración de Proposiciones de Ley.","Proposición de Ley Orgánica sobre disponibilidad de la propia vida.","",""
"20","3","27/3/2012","10","162/000176","323","178","129","16","Proposiciones no de Ley.","Proposición no de Ley sobre supresión de las subvenciones nominativas.","",""
"20","4","27/3/2012","10","162/000003","327","135","190","2","Proposiciones no de Ley.","Proposición no de Ley sobre medidas relacionadas con el copago.","",""
"20","5","27/3/2012","10","173/000013","323","123","179","21","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre las medidas que piensa tomar el Gobierno en relación con la reforma de la ESO, el Bachillerato y la FP, así como sobre sus previsibles consecuencias de índole organizativa, curricular y económica.","",""
"20","6","27/3/2012","10","173/000014","323","110","179","34","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el impacto que tendrá en las Comunidades Autónomas la distribución del ajuste fiscal previsto.","Votación por puntos","- Punto 1"
"20","7","27/3/2012","10","173/000014","323","125","188","10","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el impacto que tendrá en las Comunidades Autónomas la distribución del ajuste fiscal previsto.","Votación por puntos","- Punto 2"
"20","8","27/3/2012","10","173/000014","323","106","195","22","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el impacto que tendrá en las Comunidades Autónomas la distribución del ajuste fiscal previsto.","Votación por puntos"," - Punto 3"
"22","1","29/3/2012","10","130/000006","310","309","0","1","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 5/2012, de 5 de marzo, de mediación en asuntos civiles y mercantiles.","",""
"22","2","29/3/2012","10","130/000006","310","310","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 5/2012, de 5 de marzo, de mediación en asuntos civiles y mercantiles.","",""
"22","3","29/3/2012","10","130/000009","310","310","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 8/2012, de 16 de marzo, de contratos de aprovechamiento por turno de bienes de uso turístico, de adquisición de productos vacacionales de larga duración, de reventa y de intercambio.","",""
"22","4","29/3/2012","10","130/000009","310","310","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 8/2012, de 16 de marzo, de contratos de aprovechamiento por turno de bienes de uso turístico, de adquisición de productos vacacionales de larga duración, de reventa y de intercambio.","",""
"22","5","29/3/2012","10","130/000010","310","309","1","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 9/2012, de 16 de marzo, de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital.","",""
"22","6","29/3/2012","10","130/000010","310","310","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 9/2012, de 16 de marzo, de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital.","",""
"22","7","29/3/2012","10","130/000007","310","201","109","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 6/2012, de 9 de marzo, de medidas urgentes de protección de deudores hipotecarios sin recursos.","",""
"22","8","29/3/2012","10","130/000007","310","129","181","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 6/2012, de 9 de marzo, de medidas urgentes de protección de deudores hipotecarios sin recursos.","",""
"22","9","29/3/2012","10","130/000008","310","196","2","112","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 7/2012, de 9 de marzo, por el que se crea el Fondo para la financiación de los pagos a proveedores.","",""
"22","10","29/3/2012","10","130/000008","309","122","182","5","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 7/2012, de 9 de marzo, por el que se crea el Fondo para la financiación de los pagos a proveedores.","",""
"22","11","29/3/2012","10","121/000003","310","14","188","108","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.  Se votan de forma conjunta las enmiendas de devolución presentadas por el Grupo Mixto, el Grupo de IU, ICV-EUiA, CHA: La Izquierda Plural y el Grupo Catalán (Convergència i Unió)","",""
"23","1","10/4/2012","10","122/000013","324","42","282","0","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley 10/1990, de 15 de octubre, del Deporte.","",""
"23","2","10/4/2012","10","162/000131","321","196","119","6","Proposiciones no de Ley.","Proposición no de Ley relativa a impulsar una nueva modalidad de formación profesional de carácter dual.  Se vota en los términos de la enmienda transaccional formulada por el Grupo Parlamentario Popular en el Congreso, el Grupo Parlamentario Catalán (CiU), el Grupo Parlamentario Vasco (EAJ-PNV) y el Grupo Parlamentario Mixto (Sr. Quevedo). ","",""
"23","3","10/4/2012","10","162/000258","324","119","189","16","Proposiciones no de Ley.","Proposición no de Ley del Impuesto sobre las Grandes Fortunas.  Se vota en los términos de la enmienda formulada por el Grupo Parlamentario de Unión Progreso y Democracia a los puntos b) y d) de la Proposición no de Ley. ","",""
"23","4","10/4/2012","10","173/000015","320","141","174","5","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre las previsiones de modificación de la Ley de Costas, especialmente en lo referente a la posible ampliación de las concesiones a fábricas que caducan en el 2018 y a la situación de ilegalidad de numerosos núcleos singulares-históricos afectados por la aplicación de dicha Ley.","",""
"23","5","10/4/2012","10","173/000016","321","126","180","15","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el impacto que tendrá la reforma laboral en el empleo público y en los servicios a los ciudadanos.  Se vota en los términos de la enmienda transaccional formulada por el Grupo Parlamentario Socialista y el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural.","",""
"23","6","10/4/2012","10","173/000017","321","202","114","5","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la aprobación de un plan de choque para la creación de empleo a corto plazo.","",""
"25","1","12/4/2012","10","130/000011","327","310","13","4","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 10/2012, de 23 de marzo, por el que se modifican determinadas normas financieras en relación con las facultades de las Autoridades Europeas de Supervisión.","",""
"25","2","12/4/2012","10","110/000008","327","12","302","13","Debates de totalidad de Convenios internacionales.","Enmiendas a la totalidad presentadas por el Grupo Parlamentario de Unión Progreso y Democracia y el Grupo Mixto (Sr. Bosch) al Tratado Constitutivo del Mecanismo Europeo de Estabilidad (MEDE) entre el Reino de Bélgica, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, el Gran Ducado de Luxemburgo, Malta, el Reino de los Países Bajos, la República de Austria, la República Portuguesa, la República de Eslovenia, la República Eslovaca y la República de Finlandia, hecho en Bruselas el 2 de febrero de 2012.","",""
"25","3","12/4/2012","10","130/000013","331","194","137","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 12/2012, de 30 de marzo, por el que se introducen diversas medidas tributarias y administrativas dirigidas a la reducción del déficit público.","",""
"25","4","12/4/2012","10","130/000013","330","151","179","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 12/2012, de 30 de marzo, por el que se introducen diversas medidas tributarias y administrativas dirigidas a la reducción del déficit público.","",""
"25","5","12/4/2012","10","121/000004","331","21","198","112","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes para la reforma del mercado laboral (procedente del Real Decreto-Ley 3/2012, de 10 de febrero).","Enmiendas a la totalidad de texto alternativo"," Enmienda a la totalidad de texto alternativo formulada por el Grupo Parlamentario Mixto (Sr. Tardá)"
"25","6","12/4/2012","10","121/000004","331","109","209","13","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes para la reforma del mercado laboral (procedente del Real Decreto-Ley 3/2012, de 10 de febrero).","Enmiendas a la totalidad de texto alternativo"," Enmienda a la totalidad de texto alternativo formulada por el Grupo Parlamentario Socialista"
"25","7","12/4/2012","10","121/000004","331","20","199","112","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes para la reforma del mercado laboral (procedente del Real Decreto-Ley 3/2012, de 10 de febrero).","Enmiendas a la totalidad de texto alternativo"," Enmienda a la totalidad de texto alternativo formulada por el Grupo Parlamentario Mixto (Sra. Fernández Davila y Sr. Jorquera Caselas)"
"25","8","12/4/2012","10","121/000004","331","17","198","116","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes para la reforma del mercado laboral (procedente del Real Decreto-Ley 3/2012, de 10 de febrero).","Enmiendas a la totalidad de texto alternativo"," Enmienda a la totalidad de texto alternativo formulada por el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural"
